"","Date","Session","Pseudo","Treatment","TotalScore","Flight","Bonus","Mine","Fortress","Day","Zscore","Zscore_Flight","Zscore_Bonus","Zscore_Mine","Zscore_Fortress"
"result.204","2020-02-13 14:17:53","D04P1","GF1410",1,3340,-820,950,1460,1750,"D04",-0.681614916926072,0.36651098804365,-0.649800724059743,-0.791043060974929,-0.659647022168855
"result.205","2020-02-13 14:34:03","D04P2","GF1410",1,4235,-855,1150,940,3000,"D04",-0.489662641570033,0.335707008298868,-0.411088351805538,-1.2233674786557,-0.2667487219846
"result.206","2020-02-14 10:34:36","D05P1","GF1410",1,3975,-735,900,1560,2250,"D05",-0.545425313740503,0.441320653138119,-0.709478817123295,-0.707903749882474,-0.502487702095153
"result.207","2020-02-14 10:44:56","D05P2","GF1410",1,5080,-450,850,2430,2250,"D05",-0.308433957016008,0.69215305963134,-0.769156910186846,0.015408256621887,-0.502487702095153
"result.208","2020-02-25 10:26:37","D14P1","GF1410",1,4550,-770,700,1620,3000,"D14",-0.422104019517349,0.410516673393338,-0.9481911893775,-0.658020163227,-0.2667487219846
"result.209","2020-02-25 10:39:29","D14P2","GF1410",1,6230,-150,1150,2230,3000,"D14",-0.0617913685697005,0.956187171729466,-0.411088351805538,-0.150870365563023,-0.2667487219846
"result.210","2018-06-04 14:20:55","D01P1","GM2504",1,1110,-590,850,850,0,"D01",-1.15988706669587,0.568937140652214,-0.769156910186846,-1.29819285863891,-1.20970464242681
"result.211","2018-06-05 14:03:50","D02P1","GM2504",1,1815,-735,1550,1000,0,"D02",-1.00868443638748,0.441320653138119,0.0663363927028731,-1.17348389200022,-1.20970464242681
"result.212","2018-06-05 14:03:50","D02P2","GM2504",1,2175,-985,1400,1010,750,"D02",-0.931474582612983,0.22129222638968,-0.112697886487781,-1.16516996089098,-0.973965662316259
"result.213","2018-06-06 14:03:40","D03P1","GM2504",1,2935,-505,450,740,2250,"D03",-0.76847600242238,0.643746805746683,-1.24658165469526,-1.38964610084061,-0.502487702095153
"result.214","2018-06-06 14:03:40","D03P2","GM2504",1,4225,-735,350,1360,3250,"D03",-0.491807359730436,0.441320653138119,-1.36593784082236,-0.874182372067384,-0.188169061947749
"result.215","2018-06-07 13:59:39","D04P1","GM2504",1,5010,-900,450,1710,3750,"D04",-0.323446984138826,0.296101891484149,-1.24658165469526,-0.583194783243791,-0.0310097418740465
"result.216","2018-06-07 13:59:39","D04P2","GM2504",1,5570,-1120,200,2240,4250,"D04",-0.203342767156277,0.102476875945523,-1.54497212001301,-0.142556434453778,0.126149578199656
"result.217","2018-06-08 14:03:08","D05P1","GM2504",1,9625,-685,900,3160,6250,"D05",0.666340446887006,0.485326338487807,-0.709478817123295,0.62232522759681,0.754786858494464
"result.218","2018-06-08 14:03:08","D05P2","GM2504",1,9745,-635,650,2730,7000,"D05",0.692077064811838,0.529332023837495,-1.00786928244105,0.264826189899253,0.990525838605017
"result.219","2018-06-19 14:10:49","D14P1","GM2504",1,8330,-1120,300,2650,6500,"D14",0.38859944511486,0.102476875945523,-1.42561593388591,0.198314741025289,0.833366518531315
"result.220","2018-06-19 14:10:49","D14P2","GM2504",1,9115,-1205,600,2970,6750,"D14",0.55695982070647,0.0276672108510536,-1.0675473755046,0.464360536521145,0.911946178568166
"result.221","2019-12-02 16:18:50","D01P1","HA2212",1,-2080,-3750,900,520,250,"D01",-1.84405215986432,-2.21222217344806,-0.709478817123295,-1.57255258524401,-1.13112498238996
"result.222","2019-12-03 16:28:35","D02P1","HA2212",1,-230,-2630,950,950,500,"D02",-1.44727930018983,-1.22649482161505,-0.649800724059743,-1.21505354754645,-1.05254532235311
"result.223","2019-12-03 16:39:08","D02P2","HA2212",1,4315,-805,1300,2320,1500,"D02",-0.472504896286812,0.379712693648556,-0.232054072614884,-0.0760449855798138,-0.738226682205706
"result.224","2019-12-04 16:45:30","D03P1","HA2212",1,3170,-1670,1300,1540,2000,"D03",-0.718075125652918,-0.381585662901043,-0.232054072614884,-0.724531612100965,-0.581067362132004
"result.225","2019-12-04 17:04:56","D03P2","HA2212",1,3640,-1340,2050,430,2500,"D03",-0.617273372113992,-0.0911481395931034,0.663117323338387,-1.64737796522722,-0.423908042058302
"result.226","2019-12-05 16:55:22","D04P1","HA2212",1,4900,-770,1550,2370,1750,"D04",-0.347038883903256,0.410516673393338,0.0663363927028731,-0.0344753300335861,-0.659647022168855
"result.227","2019-12-05 17:05:55","D04P2","HA2212",1,3625,-1035,1000,1410,2250,"D04",-0.620490449354596,0.177286541039992,-0.590122630996192,-0.832612716521156,-0.502487702095153
"result.228","2019-12-06 16:11:59","D05P1","HA2212",1,6315,-1035,1700,2650,3000,"D05",-0.0435612642062778,0.177286541039992,0.245370671893527,0.198314741025289,-0.2667487219846
"result.229","2019-12-06 16:23:57","D05P2","HA2212",1,5170,-1390,1650,2410,2500,"D05",-0.289131493572384,-0.135153824942791,0.185692578829976,-0.00121960559660405,-0.423908042058302
"result.230","2019-12-18 15:22:53","D14P1","HA2212",1,3500,-1390,1250,1390,2250,"D14",-0.647299426359629,-0.135153824942791,-0.291732165678435,-0.849240578739647,-0.502487702095153
"result.231","2019-12-18 15:33:42","D14P2","HA2212",1,10160,-400,3450,3610,3500,"D14",0.781082868468549,0.736158744981027,2.33410392911782,0.996452127512859,-0.109589401910898
"result.232","2018-06-04 17:24:17","D01P1","HI0310",2,5075,-1285,1300,3060,2000,"D01",-0.309506316096209,-0.0427418857084469,-0.232054072614884,0.539185916504355,-0.581067362132004
"result.233","2018-06-05 17:06:39","D02P1","HI0310",2,4540,-1140,1900,2030,1750,"D02",-0.424248737677752,0.0848746018056478,0.484083044147733,-0.317148987747934,-0.659647022168855
"result.234","2018-06-05 17:06:39","D02P2","HI0310",2,6330,-1020,2700,2650,2000,"D02",-0.0403441869656738,0.190488246644899,1.43893253316455,0.198314741025289,-0.581067362132004
"result.235","2018-06-06 17:01:54","D03P1","HI0310",2,7080,-670,2400,2350,3000,"D03",0.120509675064526,0.498528044092713,1.08086397478325,-0.0511031922520772,-0.2667487219846
"result.236","2018-06-06 17:01:54","D03P2","HI0310",2,7875,-1335,2050,2660,4500,"D03",0.291014768816539,-0.0867475710581347,0.663117323338387,0.206628672134534,0.204729238236507
"result.237","2018-06-07 17:06:15","D04P1","HI0310",2,8240,-1080,2350,2720,4250,"D04",0.369296981671236,0.137681424225273,1.02118588171969,0.256512258790007,0.126149578199656
"result.238","2018-06-07 17:06:15","D04P2","HI0310",2,10635,-725,2600,3010,5750,"D04",0.882956981087676,0.450121790208057,1.31957634703745,0.497616260958127,0.597627538420762
"result.239","2018-06-08 17:06:13","D05P1","HI0310",2,13460,-1100,3400,3410,7750,"D05",1.48883986140143,0.120079150085398,2.27442583605427,0.830173505327948,1.22626481871557
"result.240","2018-06-08 17:06:13","D05P2","HI0310",2,13085,-905,3600,3390,7000,"D05",1.40841293038633,0.29170132294918,2.51313820830848,0.813545643109457,0.990525838605017
"result.241","2018-06-19 17:07:15","D14P1","HI0310",2,6885,-1965,2300,2300,4250,"D14",0.0786876709366744,-0.641219206464201,0.961507788656144,-0.0926728477983048,0.126149578199656
"result.242","2018-06-19 17:07:15","D14P2","HI0310",2,10285,-1555,3550,3290,5000,"D14",0.807891845473582,-0.280372586596761,2.45346011524493,0.730406332017002,0.361888558310209
"result.243","2021-03-01 15:13:10","D01P1","JA2904",1,1720,-1280,1800,-300,1500,"D01",-1.0290592589113,-0.0383413171734781,0.36472685802063,-2.25429493620214,-0.738226682205706
"result.244","2021-03-02 14:41:23","D02P1","JA2904",1,1160,-1440,1250,-150,1500,"D02",-1.14916347589385,-0.179159510292479,-0.291732165678435,-2.12958596956346,-0.738226682205706
"result.245","2021-03-02 14:52:44","D02P2","JA2904",1,1375,-2425,1950,-150,2000,"D02",-1.1030520354452,-1.04607151168133,0.543761137211284,-2.12958596956346,-0.581067362132004
"result.246","2021-03-03 14:44:50","D03P1","JA2904",1,2840,-960,2200,-150,1750,"D03",-0.788850824946206,0.243295069064524,0.842151602529041,-2.12958596956346,-0.659647022168855
"result.247","2021-03-03 14:55:54","D03P2","JA2904",1,3950,-1000,3000,-50,2000,"D03",-0.550787109141509,0.208090520784774,1.79700109154586,-2.046446658471,-0.581067362132004
"result.248","2021-03-04 14:43:51","D04P1","JA2904",1,3895,-805,2400,-200,2500,"D04",-0.562583059023724,0.379712693648556,1.08086397478325,-2.17115562510969,-0.423908042058302
"result.249","2021-03-04 14:54:32","D04P2","JA2904",1,3795,-855,1950,-50,2750,"D04",-0.584030240627751,0.335707008298868,0.543761137211284,-2.046446658471,-0.345328382021451
"result.250","2021-03-05 14:39:05","D05P1","JA2904",1,3630,-1370,2200,-200,3000,"D05",-0.619418090274395,-0.117551550802916,0.842151602529041,-2.17115562510969,-0.2667487219846
"result.251","2021-03-05 14:49:51","D05P2","JA2904",1,6300,-350,3250,-100,3500,"D05",-0.0467783414468818,0.780164430330715,2.09539155686362,-2.08801631401723,-0.109589401910898
"result.252","2021-03-16 14:44:02","D14P1","JA2904",1,5900,-700,3300,-200,3500,"D14",-0.132567067862989,0.472124632882901,2.15506964992717,-2.17115562510969,-0.109589401910898
"result.253","2021-03-16 14:54:51","D14P2","JA2904",1,5500,-650,2450,-50,3750,"D14",-0.218355794279095,0.516130318232588,1.1405420678468,-2.046446658471,-0.0310097418740465
"result.254","2019-11-04 09:04:30","D01P1","JM1704",2,2065,-1475,950,1590,1000,"D01",-0.955066482377413,-0.209963490037261,-0.649800724059743,-0.682961956554737,-0.895386002279408
"result.255","2019-11-05 08:26:54","D02P1","JM1704",2,4295,-1055,1150,2950,1250,"D02",-0.476794332607617,0.159684266900117,-0.411088351805538,0.447732674302654,-0.816806342242557
"result.256","2019-11-05 08:46:28","D02P2","JM1704",2,4865,-985,700,3650,1500,"D02",-0.354545397464665,0.22129222638968,-0.9481911893775,1.02970785194984,-0.738226682205706
"result.257","2019-11-06 08:38:12","D03P1","JM1704",2,5590,-970,1100,3460,2000,"D03",-0.199053330835471,0.234493931994586,-0.470766444869089,0.871743160874176,-0.581067362132004
"result.258","2019-11-06 08:50:20","D03P2","JM1704",2,6080,-900,600,3630,2750,"D03",-0.0939621409757406,0.296101891484149,-1.0675473755046,1.01307998973135,-0.345328382021451
"result.259","2019-11-07 14:07:22","D04P1","JM1704",2,7995,-535,1400,3380,3750,"D04",0.316751386741371,0.61734339453687,-0.112697886487781,0.805231712000212,-0.0310097418740465
"result.260","2019-11-07 14:18:58","D04P2","JM1704",2,6945,-735,1150,3530,3000,"D04",0.0915559798990904,0.441320653138119,-0.411088351805538,0.929940678638895,-0.2667487219846
"result.261","2019-11-08 13:06:03","D05P1","JM1704",2,8525,-685,1600,3110,4500,"D05",0.430421449242712,0.485326338487807,0.126014485766424,0.580755572050583,0.204729238236507
"result.262","2019-11-08 13:19:02","D05P2","JM1704",2,11690,-150,2600,3740,5500,"D05",1.10922474701016,0.956187171729466,1.31957634703745,1.10453323193305,0.519047878383911
"result.263","2019-11-18 12:56:11","D14P1","JM1704",2,11250,0,2300,3950,5000,"D14",1.01485714795244,1.08820422777853,0.961507788656144,1.27912578522721,0.361888558310209
"result.264","2019-11-18 13:08:44","D14P2","JM1704",2,12950,-150,1700,4400,7000,"D14",1.37945923522089,0.956187171729466,0.245370671893527,1.65325268514326,0.990525838605017
"result.265","2018-06-04 14:48:49","D01P1","JP1711",2,1390,-1080,800,920,750,"D01",-1.09983495820459,0.137681424225273,-0.828835003250397,-1.23999534087419,-0.973965662316259
"result.266","2018-06-05 14:32:14","D02P1","JP1711",2,3605,-895,1450,2050,1000,"D02",-0.624779885675401,0.300502460019118,-0.0530197934242296,-0.300521125529443,-0.895386002279408
"result.267","2018-06-05 14:32:14","D02P2","JP1711",2,4600,-610,1150,3060,1000,"D02",-0.411380428715336,0.551334866512339,-0.411088351805538,0.539185916504355,-0.895386002279408
"result.268","2018-06-06 14:30:14","D03P1","JP1711",2,4345,-705,1500,2550,1000,"D03",-0.466070741805604,0.467724064347932,0.00665829963932174,0.115175429932833,-0.895386002279408
"result.269","2018-06-06 14:30:14","D03P2","JP1711",2,4475,-255,1250,2480,1000,"D03",-0.438189405720369,0.863775232495122,-0.291732165678435,0.0569779121681146,-0.895386002279408
"result.270","2018-06-07 14:31:53","D04P1","JP1711",2,4820,-730,1050,3000,1500,"D04",-0.364196629186477,0.445721221673088,-0.53044453793264,0.489302329848882,-0.738226682205706
"result.271","2018-06-07 14:31:53","D04P2","JP1711",2,6100,-670,2050,2970,1750,"D04",-0.0896727046549352,0.498528044092713,0.663117323338387,0.464360536521145,-0.659647022168855
"result.272","2018-06-08 14:31:08","D05P1","JP1711",2,5635,-435,1500,3070,1500,"D05",-0.189402099113659,0.705354765236246,0.00665829963932174,0.5474998476136,-0.738226682205706
"result.273","2018-06-08 14:31:08","D05P2","JP1711",2,6015,-475,1850,2890,1750,"D05",-0.107902809018358,0.670150216956496,0.424404951084181,0.397849087647181,-0.659647022168855
"result.274","2018-06-19 14:32:38","D14P1","JP1711",2,4910,-1260,1350,3570,1250,"D14",-0.344894165742853,-0.0207390430336029,-0.172375979551332,0.963196403075877,-0.816806342242557
"result.275","2018-06-19 14:32:38","D14P2","JP1711",2,6805,-625,2150,3780,1500,"D14",0.061529925653453,0.538133160907432,0.782473509465489,1.13778895637003,-0.738226682205706
"result.276","2021-03-01 16:52:13","D01P1","JT0601",2,1385,-1715,1450,-600,2250,"D01",-1.10090731728479,-0.421190779715762,-0.0530197934242296,-2.50371286947951,-0.502487702095153
"result.277","2021-03-02 16:24:05","D02P1","JT0601",2,3535,-915,1800,-350,3000,"D02",-0.63979291279822,0.282900185879243,0.36472685802063,-2.29586459174837,-0.2667487219846
"result.278","2021-03-02 16:34:25","D02P2","JT0601",2,7030,-870,2500,-100,5500,"D02",0.109786084262513,0.322505302693962,1.20022016091035,-2.08801631401723,0.519047878383911
"result.279","2021-03-03 16:50:08","D03P1","JT0601",2,8225,-625,1150,-300,8000,"D03",0.366079904430632,0.538133160907432,-0.411088351805538,-2.25429493620214,1.30484447875242
"result.280","2021-03-03 17:01:19","D03P2","JT0601",2,10555,-1545,1100,-250,11250,"D03",0.865799235804454,-0.271571449526823,-0.470766444869089,-2.21272528065591,2.32638005923148
"result.281","2021-03-04 16:47:06","D04P1","JT0601",2,12650,-1050,1700,-250,12250,"D04",1.31511769040881,0.164084835435086,0.245370671893527,-2.21272528065591,2.64069869937889
"result.282","2021-03-04 16:59:53","D04P2","JT0601",2,12495,-2505,1850,-100,13250,"D04",1.28187455892257,-1.11648060824083,0.424404951084181,-2.08801631401723,2.95501733952629
"result.283","2021-03-05 16:37:57","D05P1","JT0601",2,12630,-770,1450,-300,12250,"D05",1.31082825408801,0.410516673393338,-0.0530197934242296,-2.25429493620214,2.64069869937889
"result.284","2021-03-05 16:48:23","D05P2","JT0601",2,16915,-785,2050,-100,15750,"D05",2.22983998582055,0.397314967788431,0.663117323338387,-2.08801631401723,3.7408139398948
"result.285","2021-03-16 16:50:28","D14P1","JT0601",2,15650,-300,2250,-50,13750,"D14",1.95853313852961,0.824170115680403,0.901829695592592,-2.046446658471,3.11217665959999
"result.286","2021-03-16 17:00:54","D14P2","JT0601",2,19000,-900,2000,-100,18000,"D14",2.67701372226451,0.296101891484149,0.603439230274835,-2.08801631401723,4.44803088022646
"result.287","2019-10-07 19:24:57","D01P1","LB0609",2,5870,-420,650,2390,3250,"D01",-0.139001222344197,0.718556470841152,-1.00786928244105,-0.0178474678150951,-0.188169061947749
"result.288","2019-10-08 18:49:30","D02P1","LB0609",2,9780,-450,1650,3330,5250,"D02",0.699583578373247,0.69215305963134,0.185692578829976,0.763662056453984,0.44046821834706
"result.289","2019-10-08 19:08:41","D02P2","LB0609",2,11700,-150,1950,3650,6250,"D02",1.11136946517056,0.956187171729466,0.543761137211284,1.02970785194984,0.754786858494464
"result.290","2019-10-09 18:50:24","D03P1","LB0609",2,11640,-600,2000,3240,7000,"D03",1.09850115620814,0.560136003582276,0.603439230274835,0.688836676470774,0.990525838605017
"result.291","2019-10-09 19:07:22","D03P2","LB0609",2,14660,-400,1750,4060,9250,"D03",1.74620604064975,0.736158744981027,0.305048764957079,1.37057902742891,1.69774277893668
"result.292","2019-10-10 18:07:45","D04P1","LB0609",2,14580,-200,2350,3430,9000,"D04",1.72904829536653,0.912181486379779,1.02118588171969,0.846801367546439,1.61916311889983
"result.293","2019-10-10 18:22:31","D04P2","LB0609",2,15660,-150,1400,3910,10500,"D04",1.96067785669002,0.956187171729466,-0.112697886487781,1.24587006079022,2.09064107912093
"result.294","2019-10-11 13:13:55","D05P1","LB0609",2,15830,-450,2300,3480,10500,"D05",1.99713806541686,0.69215305963134,0.961507788656144,0.888371023092667,2.09064107912093
"result.295","2019-10-11 13:25:31","D05P2","LB0609",2,18440,-300,1850,3890,13000,"D05",2.55690950528196,0.824170115680403,0.424404951084181,1.22924219857173,2.87643767948944
"result.296","2019-10-21 17:35:18","D14P1","LB0609",2,15740,-900,1250,3890,11500,"D14",1.97783560197324,0.296101891484149,-0.291732165678435,1.22924219857173,2.40495971926834
"result.297","2019-10-21 17:46:16","D14P2","LB0609",2,22600,-100,3050,4150,15500,"D14",3.44911226000947,1.00019285707915,1.85667918460941,1.44540440741212,3.66223427985795
"result.298","2018-06-04 13:03:28","D01P1","LB2705",1,-3525,-5325,450,100,1250,"D01",-2.15396393404251,-3.59840126196322,-1.24658165469526,-1.92173769183232,-0.816806342242557
"result.299","2018-06-05 08:35:29","D02P1","LB2705",1,-2295,-4515,950,270,1000,"D02",-1.89016360031298,-2.88550915929828,-0.649800724059743,-1.78040086297515,-0.895386002279408
"result.300","2018-06-05 08:35:29","D02P2","LB2705",1,-1735,-3175,650,-460,1250,"D02",-1.77005938333043,-1.70615679192665,-1.00786928244105,-2.38731783395007,-0.816806342242557
"result.301","2018-06-06 08:28:02","D03P1","LB2705",1,-1070,-5100,1300,730,2000,"D03",-1.62743562566365,-3.40037567788963,-0.232054072614884,-1.39796003194985,-0.581067362132004
"result.302","2018-06-06 08:28:02","D03P2","LB2705",1,-1490,-5200,1150,810,1750,"D03",-1.71751378840056,-3.488387048589,-0.411088351805538,-1.33144858307589,-0.659647022168855
"result.303","2018-06-07 08:31:32","D04P1","LB2705",1,-170,-4290,850,770,2500,"D04",-1.43441099122741,-2.68748357522468,-0.769156910186846,-1.36470430751287,-0.423908042058302
"result.304","2018-06-07 08:31:32","D04P2","LB2705",1,1185,-3405,1700,890,2000,"D04",-1.14380168049285,-1.90858294453521,0.245370671893527,-1.26493713420192,-0.581067362132004
"result.305","2018-06-08 08:30:10","D05P1","LB2705",1,3150,-2800,1500,1950,2500,"D05",-0.722364561973723,-1.37611415180399,0.00665829963932174,-0.383660436621898,-0.423908042058302
"result.306","2018-06-08 08:30:10","D05P2","LB2705",1,1935,-3345,1350,1680,2250,"D05",-0.982947818462647,-1.85577612211558,-0.172375979551332,-0.608136576571527,-0.502487702095153
"result.307","2018-06-20 10:25:14","D14P1","LB2705",1,-590,-4240,900,1500,1250,"D14",-1.52448915396432,-2.643477889875,-0.709478817123295,-0.757787336537947,-0.816806342242557
"result.308","2018-06-20 10:25:14","D14P2","LB2705",1,460,-4430,1150,1990,1750,"D14",-1.29929374712204,-2.81069949420381,-0.411088351805538,-0.350404712184916,-0.659647022168855
"result.309","2018-06-04 13:34:41","D01P1","LD2304",2,-5715,-5905,-200,140,250,"D01",-2.62365721117069,-4.1088672120196,-2.02239686452142,-1.88848196739534,-1.13112498238996
"result.310","2018-06-05 09:09:08","D02P1","LD2304",2,-3475,-3695,-550,270,500,"D02",-2.14324034324049,-2.1638159195634,-2.44014351596628,-1.78040086297515,-1.05254532235311
"result.311","2018-06-05 09:09:08","D02P2","LD2304",2,-1655,-4385,-200,930,2000,"D02",-1.75290163804721,-2.77109437738909,-2.02239686452142,-1.23168140976494,-0.581067362132004
"result.312","2018-06-06 09:05:45","D03P1","LD2304",2,260,-3150,250,1160,2000,"D03",-1.34218811033009,-1.6841539492518,-1.48529402694946,-1.04046099425229,-0.581067362132004
"result.313","2018-06-06 09:05:45","D03P2","LD2304",2,1355,-2325,400,1280,2000,"D03",-1.107341471766,-0.958060140981953,-1.30625974775881,-0.940693820941348,-0.581067362132004
"result.314","2018-06-07 09:03:19","D04P1","LD2304",2,2690,-2170,550,2060,2250,"D04",-0.821021597352246,-0.821642516397921,-1.12722546856815,-0.292207194420197,-0.502487702095153
"result.315","2018-06-07 09:03:19","D04P2","LD2304",2,295,-3455,150,1600,2000,"D04",-1.33468159676869,-1.9525886298849,-1.60465021307656,-0.674648025445492,-0.581067362132004
"result.316","2018-06-08 09:05:44","D05P1","LD2304",2,1900,-2250,650,2000,1500,"D05",-0.990454332024057,-0.892051612957422,-1.00786928244105,-0.342090781075671,-0.738226682205706
"result.317","2018-06-08 09:05:44","D05P2","LD2304",2,1650,-2680,1350,1730,1250,"D05",-1.04407228603412,-1.27050050696474,-0.172375979551332,-0.5665669210253,-0.816806342242557
"result.318","2018-06-19 09:03:38","D14P1","LD2304",2,650,-4090,750,1990,2000,"D14",-1.25854410207439,-2.51146083382593,-0.888513096313949,-0.350404712184916,-0.581067362132004
"result.319","2018-06-19 09:03:38","D14P2","LD2304",2,1855,-3045,800,2100,2000,"D14",-1.00010556374587,-1.59174201001746,-0.828835003250397,-0.258951469983215,-0.581067362132004
"result.320","2019-10-07 12:22:19","D01P1","LL0206",1,6295,-985,2250,2280,2750,"D01",-0.0478507005270831,0.22129222638968,0.901829695592592,-0.109300710016796,-0.345328382021451
"result.321","2019-10-08 10:00:06","D02P1","LL0206",1,10020,-370,3500,3140,3750,"D02",0.751056814222912,0.76256215619084,2.39378202218138,0.605697365378319,-0.0310097418740465
"result.322","2019-10-08 10:13:19","D02P2","LL0206",1,7780,-910,1750,2940,4000,"D02",0.270639946292713,0.287300754414212,0.305048764957079,0.439418743193409,0.0475699181628045
"result.323","2019-10-09 13:35:46","D03P1","LL0206",1,9890,-520,2700,3210,4500,"D03",0.723175478137677,0.630545100141777,1.43893253316455,0.663894883143038,0.204729238236507
"result.324","2019-10-09 13:48:18","D03P2","LL0206",1,10195,-935,1900,3230,6000,"D03",0.788589382029958,0.265297911739368,0.484083044147733,0.680522745361529,0.676207198457613
"result.325","2019-10-10 13:22:28","D04P1","LL0206",1,11340,-700,2750,3290,6000,"D04",1.03415961139606,0.472124632882901,1.49861062622811,0.730406332017002,0.676207198457613
"result.326","2019-10-10 13:36:48","D04P2","LL0206",1,10480,-820,2750,2050,6500,"D04",0.849713849601434,0.36651098804365,1.49861062622811,-0.300521125529443,0.833366518531315
"result.327","2019-10-11 12:16:13","D05P1","LL0206",1,14520,0,2400,3370,8750,"D05",1.71617998640411,1.08820422777853,1.08086397478325,0.796917780890966,1.54058345886297
"result.328","2019-10-11 12:28:39","D05P2","LL0206",1,16160,-750,2350,3560,11000,"D05",2.06791376471015,0.428118947533213,1.02118588171969,0.954882471966631,2.24780039919463
"result.329","2019-10-21 13:13:19","D14P1","LL0206",1,18345,-505,2250,3850,12750,"D14",2.53653468275813,0.643746805746683,0.901829695592592,1.19598647413475,2.79785801945259
